iid,id,gender,wave,condtn,match,dec,attr,sinc,intel,fun,amb,shar,like,prob,dec_o,attr_o,sinc_o,intel_o,fun_o,amb_o,shar_o,like_o,prob_o,attr1_1,sinc1_1,intel1_1,fun1_1,amb1_1,shar1_1,attr3_1,sinc3_1,fun3_1,intel3_1,amb3_1,int_corr,samerace,age_o,race_o,age,race,field_cd,goal,go_out,career_c,income,gender_label,match_label,income_missing_flag
246,4.0,1,10,1,0,1,5.0,5.0,6.0,5.0,7.0,6.0,6.0,5.0,0,5.0,9.0,7.0,7.0,5.0,6.0,7.0,6.0,3.5,2.0,1.0,2.0,1.0,0.5,7.0,8.0,6.0,7.0,6.0,0.52,1,34.0,2.0,25.0,2.0,10.0,1.0,6.0,2,"41,476.00",Homme,Pas de match,0
246,4.0,1,10,1,0,1,5.0,7.0,7.0,7.0,5.0,5.0,7.0,6.0,0,4.0,4.0,4.0,5.0,5.0,4.0,5.0,2.0,3.5,2.0,1.0,2.0,1.0,0.5,7.0,8.0,6.0,7.0,6.0,-0.25,0,26.0,4.0,25.0,2.0,10.0,1.0,6.0,2,"41,476.00",Homme,Pas de match,0
246,4.0,1,10,1,0,1,8.0,5.0,6.0,7.0,7.0,5.0,5.0,5.0,0,4.0,9.0,8.0,6.0,6.0,4.0,6.0,5.0,3.5,2.0,1.0,2.0,1.0,0.5,7.0,8.0,6.0,7.0,6.0,0.14,0,29.0,4.0,25.0,2.0,10.0,1.0,6.0,2,"41,476.00",Homme,Pas de match,0
246,4.0,1,10,1,1,1,8.0,7.0,7.0,7.0,5.0,5.0,7.0,5.0,1,4.0,8.0,8.0,6.0,7.0,5.0,6.0,6.0,3.5,2.0,1.0,2.0,1.0,0.5,7.0,8.0,6.0,7.0,6.0,0.33,0,26.0,3.0,25.0,2.0,10.0,1.0,6.0,2,"41,476.00",Homme,Match,0
247,5.0,1,10,1,0,1,3.0,7.0,5.0,5.0,4.0,4.0,6.0,6.0,0,3.0,7.0,9.0,2.0,9.0,5.0,6.0,1.0,2.0,3.0,1.0,1.5,0.0,2.5,5.0,10.0,2.0,8.0,4.0,-0.2,0,22.0,6.0,25.0,4.0,10.0,1.0,4.0,2,"55,080.00",Homme,Pas de match,1
247,5.0,1,10,1,0,1,8.0,7.0,7.0,7.0,2.0,3.0,7.0,6.0,0,3.0,8.0,7.0,5.0,5.0,2.0,4.0,3.0,2.0,3.0,1.0,1.5,0.0,2.5,5.0,10.0,2.0,8.0,4.0,-0.63,0,23.0,2.0,25.0,4.0,10.0,1.0,4.0,2,"55,080.00",Homme,Pas de match,1
247,5.0,1,10,1,0,0,7.0,7.0,5.0,3.0,7.0,3.0,3.0,3.0,0,3.0,7.0,7.0,4.0,7.0,3.0,6.0,7.0,2.0,3.0,1.0,1.5,0.0,2.5,5.0,10.0,2.0,8.0,4.0,-0.14,1,24.0,4.0,25.0,4.0,10.0,1.0,4.0,2,"55,080.00",Homme,Pas de match,1
247,5.0,1,10,1,0,1,5.0,6.0,8.0,5.0,6.0,3.0,6.0,6.0,0,6.0,9.0,8.0,6.0,8.0,2.0,5.0,5.0,2.0,3.0,1.0,1.5,0.0,2.5,5.0,10.0,2.0,8.0,4.0,0.27,0,34.0,2.0,25.0,4.0,10.0,1.0,4.0,2,"55,080.00",Homme,Pas de match,1
247,5.0,1,10,1,0,1,6.0,7.0,7.0,6.0,5.0,3.0,6.0,5.0,0,5.0,8.0,8.0,5.0,7.0,5.0,6.0,6.0,2.0,3.0,1.0,1.5,0.0,2.5,5.0,10.0,2.0,8.0,4.0,-0.14,0,27.0,2.0,25.0,4.0,10.0,1.0,4.0,2,"55,080.00",Homme,Pas de match,1
247,5.0,1,10,1,0,1,5.0,8.0,6.0,5.0,4.0,7.0,7.0,7.0,0,6.0,8.0,8.0,5.0,6.0,7.0,6.0,7.0,2.0,3.0,1.0,1.5,0.0,2.5,5.0,10.0,2.0,8.0,4.0,0.02,0,34.0,2.0,25.0,4.0,10.0,1.0,4.0,2,"55,080.00",Homme,Pas de match,1
247,5.0,1,10,1,0,1,6.0,6.0,4.0,8.0,3.0,4.0,7.0,7.0,0,4.0,5.0,5.0,4.0,7.0,3.0,4.0,2.0,2.0,3.0,1.0,1.5,0.0,2.5,5.0,10.0,2.0,8.0,4.0,-0.06,1,26.0,4.0,25.0,4.0,10.0,1.0,4.0,2,"55,080.00",Homme,Pas de match,1
247,5.0,1,10,1,0,1,5.0,6.0,5.0,5.0,4.0,3.0,5.0,6.0,0,5.0,10.0,10.0,9.0,6.0,7.0,8.0,6.0,2.0,3.0,1.0,1.5,0.0,2.5,5.0,10.0,2.0,8.0,4.0,-0.15,1,29.0,4.0,25.0,4.0,10.0,1.0,4.0,2,"55,080.00",Homme,Pas de match,1
247,5.0,1,10,1,0,1,8.0,6.0,6.0,6.0,3.0,5.0,7.0,5.0,0,1.0,7.0,6.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,1.0,1.5,0.0,2.5,5.0,10.0,2.0,8.0,4.0,-0.01,0,26.0,3.0,25.0,4.0,10.0,1.0,4.0,2,"55,080.00",Homme,Pas de match,1
248,6.0,1,10,1,0,0,5.0,7.0,8.0,6.0,7.0,3.0,7.0,4.0,0,5.0,6.0,6.0,8.0,6.0,2.0,6.0,3.0,2.5,1.5,2.0,2.0,1.5,0.5,5.0,6.0,8.0,8.0,8.0,0.23,1,22.0,6.0,27.0,6.0,8.0,1.0,1.0,7,"49,841.00",Homme,Pas de match,0
248,6.0,1,10,1,1,1,7.0,8.0,6.0,8.0,6.0,4.0,8.0,6.0,1,7.0,6.0,6.0,8.0,7.0,7.0,7.0,4.0,2.5,1.5,2.0,2.0,1.5,0.5,5.0,6.0,8.0,8.0,8.0,0.04,0,23.0,2.0,27.0,6.0,8.0,1.0,1.0,7,"49,841.00",Homme,Match,0
248,6.0,1,10,1,0,0,6.0,6.0,9.0,6.0,7.0,4.0,6.0,4.0,1,7.0,5.0,6.0,8.0,9.0,6.0,7.0,7.0,2.5,1.5,2.0,2.0,1.5,0.5,5.0,6.0,8.0,8.0,8.0,-0.03,0,24.0,4.0,27.0,6.0,8.0,1.0,1.0,7,"49,841.00",Homme,Pas de match,0
248,6.0,1,10,1,0,0,6.0,7.0,7.0,6.0,6.0,3.0,6.0,4.0,1,7.0,8.0,7.0,6.0,6.0,8.0,7.0,6.0,2.5,1.5,2.0,2.0,1.5,0.5,5.0,6.0,8.0,8.0,8.0,0.15,0,34.0,2.0,27.0,6.0,8.0,1.0,1.0,7,"49,841.00",Homme,Pas de match,0
248,6.0,1,10,1,0,0,6.0,8.0,7.0,7.0,6.0,3.0,7.0,5.0,1,9.0,8.0,9.0,8.0,9.0,7.0,8.0,7.0,2.5,1.5,2.0,2.0,1.5,0.5,5.0,6.0,8.0,8.0,8.0,0.14,0,27.0,2.0,27.0,6.0,8.0,1.0,1.0,7,"49,841.00",Homme,Pas de match,0
248,6.0,1,10,1,0,0,6.0,7.0,8.0,6.0,3.0,4.0,6.0,4.0,1,8.0,8.0,7.0,8.0,9.0,6.0,8.0,4.0,2.5,1.5,2.0,2.0,1.5,0.5,5.0,6.0,8.0,8.0,8.0,0.15,0,34.0,2.0,27.0,6.0,8.0,1.0,1.0,7,"49,841.00",Homme,Pas de match,0
248,6.0,1,10,1,0,1,6.0,7.0,7.0,8.0,7.0,5.0,7.0,6.0,0,5.0,4.0,5.0,7.0,6.0,5.0,6.0,4.0,2.5,1.5,2.0,2.0,1.5,0.5,5.0,6.0,8.0,8.0,8.0,0.09,0,26.0,4.0,27.0,6.0,8.0,1.0,1.0,7,"49,841.00",Homme,Pas de match,0
248,6.0,1,10,1,1,1,6.0,7.0,7.0,8.0,7.0,5.0,7.0,6.0,1,10.0,6.0,8.0,9.0,7.0,5.0,7.0,6.0,2.5,1.5,2.0,2.0,1.5,0.5,5.0,6.0,8.0,8.0,8.0,0.17,0,29.0,4.0,27.0,6.0,8.0,1.0,1.0,7,"49,841.00",Homme,Match,0
248,6.0,1,10,1,1,1,8.0,7.0,7.0,6.0,6.0,5.0,8.0,5.0,1,5.0,3.0,6.0,7.0,10.0,3.0,7.0,6.0,2.5,1.5,2.0,2.0,1.5,0.5,5.0,6.0,8.0,8.0,8.0,0.16,0,26.0,3.0,27.0,6.0,8.0,1.0,1.0,7,"49,841.00",Homme,Match,0
249,7.0,1,10,1,0,1,9.0,9.0,8.0,9.0,7.0,9.0,9.0,8.0,0,4.0,8.0,7.0,8.0,9.0,8.0,7.0,5.0,2.2,2.2,1.5,1.5,0.5,2.1,7.0,9.0,7.0,10.0,7.0,0.3,1,22.0,6.0,33.0,6.0,8.0,2.0,1.0,7,"55,080.00",Homme,Pas de match,1
249,7.0,1,10,1,0,1,9.0,8.0,9.0,9.0,6.0,7.0,9.0,8.0,0,2.0,5.0,5.0,2.0,5.0,2.0,2.0,2.0,2.2,2.2,1.5,1.5,0.5,2.1,7.0,9.0,7.0,10.0,7.0,0.31,0,23.0,2.0,33.0,6.0,8.0,2.0,1.0,7,"55,080.00",Homme,Pas de match,1
249,7.0,1,10,1,0,0,9.0,9.0,9.0,6.0,7.0,5.0,7.0,6.0,0,4.0,7.0,7.0,5.0,9.0,4.0,5.0,6.0,2.2,2.2,1.5,1.5,0.5,2.1,7.0,9.0,7.0,10.0,7.0,0.47,0,24.0,4.0,33.0,6.0,8.0,2.0,1.0,7,"55,080.00",Homme,Pas de match,1
249,7.0,1,10,1,0,0,6.0,9.0,8.0,7.0,8.0,6.0,2.0,6.0,0,3.0,7.0,8.0,4.0,3.0,2.0,2.0,0.0,2.2,2.2,1.5,1.5,0.5,2.1,7.0,9.0,7.0,10.0,7.0,-0.09,0,34.0,2.0,33.0,6.0,8.0,2.0,1.0,7,"55,080.00",Homme,Pas de match,1
249,7.0,1,10,1,0,1,9.0,9.0,8.0,9.0,8.0,9.0,9.0,8.0,0,6.0,8.0,9.0,8.0,10.0,6.0,7.0,6.0,2.2,2.2,1.5,1.5,0.5,2.1,7.0,9.0,7.0,10.0,7.0,0.2,0,27.0,2.0,33.0,6.0,8.0,2.0,1.0,7,"55,080.00",Homme,Pas de match,1
249,7.0,1,10,1,0,0,6.0,7.0,6.0,5.0,5.0,5.0,6.0,4.0,0,6.0,8.0,8.0,6.0,8.0,5.0,6.0,7.0,2.2,2.2,1.5,1.5,0.5,2.1,7.0,9.0,7.0,10.0,7.0,0.32,0,34.0,2.0,33.0,6.0,8.0,2.0,1.0,7,"55,080.00",Homme,Pas de match,1
249,7.0,1,10,1,0,1,8.0,9.0,8.0,10.0,9.0,10.0,9.0,6.0,0,5.0,5.0,6.0,5.0,7.0,6.0,6.0,3.0,2.2,2.2,1.5,1.5,0.5,2.1,7.0,9.0,7.0,10.0,7.0,-0.18,0,26.0,4.0,33.0,6.0,8.0,2.0,1.0,7,"55,080.00",Homme,Pas de match,1
249,7.0,1,10,1,0,1,2.0,9.0,7.0,9.0,9.0,9.0,8.0,7.0,0,5.0,8.0,9.0,6.0,10.0,5.0,6.0,6.0,2.2,2.2,1.5,1.5,0.5,2.1,7.0,9.0,7.0,10.0,7.0,0.19,0,29.0,4.0,33.0,6.0,8.0,2.0,1.0,7,"55,080.00",Homme,Pas de match,1
249,7.0,1,10,1,0,1,9.0,8.0,9.0,9.0,7.0,8.0,9.0,7.0,0,3.0,5.0,7.0,6.0,10.0,5.0,4.0,5.0,2.2,2.2,1.5,1.5,0.5,2.1,7.0,9.0,7.0,10.0,7.0,0.27,0,26.0,3.0,33.0,6.0,8.0,2.0,1.0,7,"55,080.00",Homme,Pas de match,1
250,8.0,1,10,1,0,0,5.0,10.0,6.0,7.0,7.0,4.0,5.0,6.0,1,7.0,5.0,8.0,5.0,8.0,7.0,5.0,3.0,2.0,2.0,2.0,2.0,1.0,1.0,10.0,9.0,9.0,10.0,10.0,0.66,1,22.0,6.0,25.0,6.0,6.0,4.0,1.0,2,"55,080.00",Homme,Pas de match,1
250,8.0,1,10,1,0,1,9.0,10.0,7.0,9.0,7.0,7.0,9.0,9.0,0,3.0,7.0,7.0,6.0,9.0,5.0,5.0,4.0,2.0,2.0,2.0,2.0,1.0,1.0,10.0,9.0,9.0,10.0,10.0,0.65,0,23.0,2.0,25.0,6.0,6.0,4.0,1.0,2,"55,080.00",Homme,Pas de match,1
250,8.0,1,10,1,0,0,3.0,8.0,5.0,4.0,4.0,4.0,4.0,6.0,1,7.0,6.0,7.0,6.0,7.0,8.0,7.0,8.0,2.0,2.0,2.0,2.0,1.0,1.0,10.0,9.0,9.0,10.0,10.0,0.39,0,24.0,4.0,25.0,6.0,6.0,4.0,1.0,2,"55,080.00",Homme,Pas de match,1
250,8.0,1,10,1,1,1,6.0,10.0,8.0,7.0,7.0,6.0,6.0,9.0,1,6.0,8.0,10.0,8.0,10.0,9.0,8.0,9.0,2.0,2.0,2.0,2.0,1.0,1.0,10.0,9.0,9.0,10.0,10.0,0.6,0,34.0,2.0,25.0,6.0,6.0,4.0,1.0,2,"55,080.00",Homme,Match,1
250,8.0,1,10,1,1,1,8.0,8.0,8.0,9.0,7.0,8.0,8.0,9.0,1,9.0,8.0,9.0,9.0,10.0,10.0,9.0,8.0,2.0,2.0,2.0,2.0,1.0,1.0,10.0,9.0,9.0,10.0,10.0,0.81,0,27.0,2.0,25.0,6.0,6.0,4.0,1.0,2,"55,080.00",Homme,Match,1
250,8.0,1,10,1,0,0,5.0,8.0,7.0,6.0,6.0,5.0,5.0,9.0,1,7.0,8.0,9.0,7.0,8.0,7.0,7.0,5.0,2.0,2.0,2.0,2.0,1.0,1.0,10.0,9.0,9.0,10.0,10.0,0.6,0,34.0,2.0,25.0,6.0,6.0,4.0,1.0,2,"55,080.00",Homme,Pas de match,1
250,8.0,1,10,1,1,1,6.0,7.0,7.0,8.0,9.0,7.0,7.0,10.0,1,7.0,5.0,5.0,6.0,5.0,7.0,6.0,5.0,2.0,2.0,2.0,2.0,1.0,1.0,10.0,9.0,9.0,10.0,10.0,-0.38,0,26.0,4.0,25.0,6.0,6.0,4.0,1.0,2,"55,080.00",Homme,Match,1
250,8.0,1,10,1,1,1,8.0,10.0,8.0,8.0,8.0,8.0,8.0,9.0,1,8.0,6.0,10.0,9.0,10.0,9.0,8.0,7.0,2.0,2.0,2.0,2.0,1.0,1.0,10.0,9.0,9.0,10.0,10.0,0.76,0,29.0,4.0,25.0,6.0,6.0,4.0,1.0,2,"55,080.00",Homme,Match,1
250,8.0,1,10,1,1,1,7.0,8.0,7.0,8.0,7.0,8.0,7.0,9.0,1,7.0,7.0,7.0,6.0,9.0,7.0,7.0,6.0,2.0,2.0,2.0,2.0,1.0,1.0,10.0,9.0,9.0,10.0,10.0,0.67,0,26.0,3.0,25.0,6.0,6.0,4.0,1.0,2,"55,080.00",Homme,Match,1
251,9.0,1,10,1,0,0,8.0,8.0,8.0,6.0,9.0,5.0,7.0,4.0,1,5.0,8.0,7.0,4.0,7.0,5.0,6.0,4.0,1.9,1.9,1.9,1.9,1.9,0.5,8.0,10.0,9.0,10.0,9.0,-0.12,1,22.0,6.0,33.0,6.0,7.0,6.0,1.0,10,"55,080.00",Homme,Pas de match,1
251,9.0,1,10,1,0,1,8.0,9.0,8.0,8.0,8.0,5.0,8.0,8.0,0,5.0,9.0,8.0,7.0,8.0,5.0,5.0,6.0,1.9,1.9,1.9,1.9,1.9,0.5,8.0,10.0,9.0,10.0,9.0,0.11,0,23.0,2.0,33.0,6.0,7.0,6.0,1.0,10,"55,080.00",Homme,Pas de match,1
251,9.0,1,10,1,0,0,4.0,8.0,7.0,3.0,8.0,5.0,3.0,6.0,0,5.0,6.0,6.0,7.0,5.0,5.0,7.0,7.0,1.9,1.9,1.9,1.9,1.9,0.5,8.0,10.0,9.0,10.0,9.0,0.39,0,24.0,4.0,33.0,6.0,7.0,6.0,1.0,10,"55,080.00",Homme,Pas de match,1
251,9.0,1,10,1,0,0,6.0,8.0,8.0,6.0,7.0,5.0,6.0,6.0,0,2.0,10.0,10.0,5.0,7.0,5.0,5.0,4.0,1.9,1.9,1.9,1.9,1.9,0.5,8.0,10.0,9.0,10.0,9.0,0.14,0,34.0,2.0,33.0,6.0,7.0,6.0,1.0,10,"55,080.00",Homme,Pas de match,1
251,9.0,1,10,1,0,0,5.0,8.0,7.0,4.0,8.0,8.0,5.0,6.0,0,6.0,8.0,8.0,6.0,7.0,6.0,6.0,6.0,1.9,1.9,1.9,1.9,1.9,0.5,8.0,10.0,9.0,10.0,9.0,0.03,0,27.0,2.0,33.0,6.0,7.0,6.0,1.0,10,"55,080.00",Homme,Pas de match,1
251,9.0,1,10,1,0,0,7.0,8.0,8.0,6.0,6.0,5.0,7.0,6.0,0,5.0,7.0,8.0,6.0,6.0,7.0,6.0,6.0,1.9,1.9,1.9,1.9,1.9,0.5,8.0,10.0,9.0,10.0,9.0,0.37,0,34.0,2.0,33.0,6.0,7.0,6.0,1.0,10,"55,080.00",Homme,Pas de match,1
251,9.0,1,10,1,0,0,7.0,8.0,7.0,5.0,8.0,5.0,5.0,6.0,0,5.0,5.0,5.0,4.0,4.0,3.0,5.0,2.0,1.9,1.9,1.9,1.9,1.9,0.5,8.0,10.0,9.0,10.0,9.0,0.28,0,26.0,4.0,33.0,6.0,7.0,6.0,1.0,10,"55,080.00",Homme,Pas de match,1
251,9.0,1,10,1,0,0,7.0,8.0,7.0,6.0,7.0,5.0,7.0,5.0,0,7.0,7.0,9.0,6.0,8.0,5.0,6.0,4.0,1.9,1.9,1.9,1.9,1.9,0.5,8.0,10.0,9.0,10.0,9.0,-0.01,0,29.0,4.0,33.0,6.0,7.0,6.0,1.0,10,"55,080.00",Homme,Pas de match,1
251,9.0,1,10,1,1,1,8.0,9.0,8.0,8.0,8.0,8.0,8.0,7.0,1,3.0,6.0,7.0,5.0,3.0,7.0,6.0,6.0,1.9,1.9,1.9,1.9,1.9,0.5,8.0,10.0,9.0,10.0,9.0,0.44,0,26.0,3.0,33.0,6.0,7.0,6.0,1.0,10,"55,080.00",Homme,Match,1
252,1.0,0,11,2,0,1,6.0,6.0,7.0,6.0,5.0,2.0,6.0,8.0,0,4.0,8.0,8.0,7.0,6.0,3.0,6.0,2.0,0.0,2.5,2.5,2.5,2.5,0.0,9.0,9.0,9.0,9.0,10.0,0.37,0,29.0,2.0,28.0,3.0,13.0,1.0,2.0,2,"55,080.00",Femme,Pas de match,1
252,1.0,0,11,2,1,1,4.0,5.0,6.0,6.0,6.0,6.0,6.0,8.0,1,7.0,9.0,8.0,9.0,8.0,7.0,9.0,10.0,0.0,2.5,2.5,2.5,2.5,0.0,9.0,9.0,9.0,9.0,10.0,0.47,1,24.0,3.0,28.0,3.0,13.0,1.0,2.0,2,"55,080.00",Femme,Match,1
252,1.0,0,11,2,0,0,7.0,6.0,9.0,4.0,9.0,3.0,2.0,4.0,1,7.0,8.0,8.0,6.0,6.0,7.0,7.0,7.0,0.0,2.5,2.5,2.5,2.5,0.0,9.0,9.0,9.0,9.0,10.0,0.38,0,21.0,2.0,28.0,3.0,13.0,1.0,2.0,2,"55,080.00",Femme,Pas de match,1
252,1.0,0,11,2,0,0,2.0,4.0,5.0,5.0,5.0,1.0,3.0,3.0,1,6.0,9.0,8.0,7.0,9.0,8.0,8.0,7.0,0.0,2.5,2.5,2.5,2.5,0.0,9.0,9.0,9.0,9.0,10.0,0.34,0,26.0,2.0,28.0,3.0,13.0,1.0,2.0,2,"55,080.00",Femme,Pas de match,1
252,1.0,0,11,2,0,0,2.0,1.0,1.0,1.0,9.0,5.0,1.0,2.0,0,6.0,8.0,7.0,6.0,6.0,6.0,6.0,1.0,0.0,2.5,2.5,2.5,2.5,0.0,9.0,9.0,9.0,9.0,10.0,-0.11,0,25.0,2.0,28.0,3.0,13.0,1.0,2.0,2,"55,080.00",Femme,Pas de match,1
252,1.0,0,11,2,0,0,1.0,2.0,8.0,1.0,8.0,1.0,2.0,8.0,1,7.0,7.0,8.0,7.0,8.0,8.0,8.0,5.0,0.0,2.5,2.5,2.5,2.5,0.0,9.0,9.0,9.0,9.0,10.0,0.64,0,32.0,2.0,28.0,3.0,13.0,1.0,2.0,2,"55,080.00",Femme,Pas de match,1
252,1.0,0,11,2,0,1,4.0,2.0,5.0,1.0,8.0,7.0,6.0,8.0,0,6.5,8.0,9.0,10.0,8.0,4.0,3.0,6.0,0.0,2.5,2.5,2.5,2.5,0.0,9.0,9.0,9.0,9.0,10.0,-0.09,0,25.0,2.0,28.0,3.0,13.0,1.0,2.0,2,"55,080.00",Femme,Pas de match,1
252,1.0,0,11,2,0,0,1.0,9.0,8.0,1.0,3.0,1.0,2.0,8.0,0,7.0,8.0,7.0,7.0,8.0,5.0,5.0,2.0,0.0,2.5,2.5,2.5,2.5,0.0,9.0,9.0,9.0,9.0,10.0,0.45,0,25.0,2.0,28.0,3.0,13.0,1.0,2.0,2,"55,080.00",Femme,Pas de match,1
252,1.0,0,11,2,0,0,4.0,6.0,8.0,6.0,6.0,10.0,4.0,8.0,1,10.0,8.0,8.0,8.0,5.0,5.0,8.0,6.0,0.0,2.5,2.5,2.5,2.5,0.0,9.0,9.0,9.0,9.0,10.0,0.53,0,27.0,2.0,28.0,3.0,13.0,1.0,2.0,2,"55,080.00",Femme,Pas de match,1
252,1.0,0,11,2,0,0,1.0,2.0,5.0,7.0,5.0,1.0,1.0,4.0,1,7.0,7.0,7.0,7.0,8.0,7.0,7.0,2.0,0.0,2.5,2.5,2.5,2.5,0.0,9.0,9.0,9.0,9.0,10.0,-0.15,0,23.0,1.0,28.0,3.0,13.0,1.0,2.0,2,"55,080.00",Femme,Pas de match,1
252,1.0,0,11,2,0,0,6.0,1.0,5.0,1.0,1.0,1.0,1.0,2.0,1,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,0.0,2.5,2.5,2.5,2.5,0.0,9.0,9.0,9.0,9.0,10.0,-0.02,0,27.0,4.0,28.0,3.0,13.0,1.0,2.0,2,"55,080.00",Femme,Pas de match,1
252,1.0,0,11,2,0,0,2.0,4.0,4.0,1.0,7.0,2.0,3.0,4.0,0,7.0,7.0,7.0,7.0,6.0,6.0,7.0,3.0,0.0,2.5,2.5,2.5,2.5,0.0,9.0,9.0,9.0,9.0,10.0,0.54,0,27.0,2.0,28.0,3.0,13.0,1.0,2.0,2,"55,080.00",Femme,Pas de match,1
252,1.0,0,11,2,0,0,1.0,1.0,6.0,1.0,5.0,1.0,1.0,5.0,1,5.0,5.0,5.0,5.0,4.0,4.0,4.5,8.0,0.0,2.5,2.5,2.5,2.5,0.0,9.0,9.0,9.0,9.0,10.0,0.11,0,24.0,6.0,28.0,3.0,13.0,1.0,2.0,2,"55,080.00",Femme,Pas de match,1
252,1.0,0,11,2,0,0,4.0,9.0,3.0,2.0,4.0,1.0,2.0,4.0,0,9.0,8.0,8.0,7.0,9.0,6.0,4.0,3.0,0.0,2.5,2.5,2.5,2.5,0.0,9.0,9.0,9.0,9.0,10.0,0.11,0,22.0,2.0,28.0,3.0,13.0,1.0,2.0,2,"55,080.00",Femme,Pas de match,1
252,1.0,0,11,2,0,0,1.0,2.0,3.0,1.0,5.0,8.0,1.0,5.0,1,7.0,7.0,7.0,7.0,6.0,6.0,6.0,6.0,0.0,2.5,2.5,2.5,2.5,0.0,9.0,9.0,9.0,9.0,10.0,0.5,0,22.0,4.0,28.0,3.0,13.0,1.0,2.0,2,"55,080.00",Femme,Pas de match,1
252,1.0,0,11,2,0,0,1.0,6.0,5.0,1.0,6.0,4.0,1.0,5.0,0,4.0,6.0,5.0,8.0,5.0,5.0,5.0,3.0,0.0,2.5,2.5,2.5,2.5,0.0,9.0,9.0,9.0,9.0,10.0,0.34,0,27.0,2.0,28.0,3.0,13.0,1.0,2.0,2,"55,080.00",Femme,Pas de match,1
252,1.0,0,11,2,0,1,2.0,6.0,6.0,7.0,6.0,3.0,3.0,8.0,0,7.0,6.0,6.0,5.0,7.0,2.0,5.0,3.0,0.0,2.5,2.5,2.5,2.5,0.0,9.0,9.0,9.0,9.0,10.0,0.09,0,28.0,4.0,28.0,3.0,13.0,1.0,2.0,2,"55,080.00",Femme,Pas de match,1
252,1.0,0,11,2,0,0,4.0,2.0,7.0,1.0,7.0,1.0,1.0,2.0,0,8.0,7.0,6.0,5.0,4.0,4.0,3.0,3.0,0.0,2.5,2.5,2.5,2.5,0.0,9.0,9.0,9.0,9.0,10.0,0.31,0,34.0,2.0,28.0,3.0,13.0,1.0,2.0,2,"55,080.00",Femme,Pas de match,1
252,1.0,0,11,2,1,1,1.0,7.0,9.0,2.0,9.0,2.0,2.0,8.0,1,6.0,10.0,8.0,9.0,8.0,7.0,7.0,6.0,0.0,2.5,2.5,2.5,2.5,0.0,9.0,9.0,9.0,9.0,10.0,-0.16,0,27.0,4.0,28.0,3.0,13.0,1.0,2.0,2,"55,080.00",Femme,Match,1
252,1.0,0,11,2,0,1,8.0,1.0,8.0,1.0,8.0,1.0,6.0,3.0,0,6.0,10.0,6.0,6.0,6.0,5.0,7.0,7.0,0.0,2.5,2.5,2.5,2.5,0.0,9.0,9.0,9.0,9.0,10.0,0.11,0,28.0,1.0,28.0,3.0,13.0,1.0,2.0,2,"55,080.00",Femme,Pas de match,1
252,1.0,0,11,2,0,0,2.0,8.0,8.0,3.0,8.0,1.0,2.0,6.0,1,8.0,8.0,7.0,8.0,7.0,8.0,8.0,8.0,0.0,2.5,2.5,2.5,2.5,0.0,9.0,9.0,9.0,9.0,10.0,0.47,1,28.0,3.0,28.0,3.0,13.0,1.0,2.0,2,"55,080.00",Femme,Pas de match,1
253,2.0,0,11,2,0,0,5.0,6.0,7.0,6.0,7.0,5.0,5.0,6.0,0,1.0,7.0,8.0,5.0,7.0,4.0,3.0,2.0,2.5,3.0,1.0,1.0,0.5,2.0,8.0,10.0,9.0,8.0,7.0,0.43,0,29.0,2.0,33.0,4.0,3.0,2.0,6.0,2,"55,080.00",Femme,Pas de match,1
253,2.0,0,11,2,1,1,6.0,7.0,7.0,7.0,7.0,8.0,7.0,7.0,1,5.0,6.0,8.0,7.0,7.0,8.0,6.0,7.0,2.5,3.0,1.0,1.0,0.5,2.0,8.0,10.0,9.0,8.0,7.0,0.5,0,24.0,3.0,33.0,4.0,3.0,2.0,6.0,2,"55,080.00",Femme,Match,1
253,2.0,0,11,2,0,0,6.0,7.0,7.0,5.0,6.0,5.0,6.0,5.0,1,6.0,6.0,7.0,5.0,6.0,7.0,6.0,7.0,2.5,3.0,1.0,1.0,0.5,2.0,8.0,10.0,9.0,8.0,7.0,0.29,0,21.0,2.0,33.0,4.0,3.0,2.0,6.0,2,"55,080.00",Femme,Pas de match,1
253,2.0,0,11,2,0,1,6.0,6.0,7.0,6.0,7.0,4.0,6.0,5.0,0,4.0,7.0,7.0,2.0,6.0,3.0,5.0,4.0,2.5,3.0,1.0,1.0,0.5,2.0,8.0,10.0,9.0,8.0,7.0,0.58,0,26.0,2.0,33.0,4.0,3.0,2.0,6.0,2,"55,080.00",Femme,Pas de match,1
253,2.0,0,11,2,0,1,7.0,7.0,8.0,8.0,7.0,5.0,8.0,7.0,0,5.0,7.0,7.0,5.0,6.0,6.0,6.0,1.0,2.5,3.0,1.0,1.0,0.5,2.0,8.0,10.0,9.0,8.0,7.0,0.13,0,25.0,2.0,33.0,4.0,3.0,2.0,6.0,2,"55,080.00",Femme,Pas de match,1
253,2.0,0,11,2,0,0,5.0,6.0,6.0,5.0,7.0,6.0,6.0,5.0,0,5.0,7.0,7.0,5.0,8.0,3.0,5.0,3.0,2.5,3.0,1.0,1.0,0.5,2.0,8.0,10.0,9.0,8.0,7.0,0.68,0,32.0,2.0,33.0,4.0,3.0,2.0,6.0,2,"55,080.00",Femme,Pas de match,1
